sentence_id,word_index,word,tag
1131,17,చెందుతుంది,O
1131,18,.,O
1132,1,అడిసన్,B-DIS
1132,2,వ్యాధిని,I-DIS
1132,3,ఎక్కువగా,O
1132,4,అభివృద్ధి,O
1132,5,చేసే,O
1132,6,అవకాశం,O
1132,7,ఉన్నవి,O
1132,8,ఏంటేంటే,O
1132,9,.,O
1133,1,డయాబెటిస్,B-DIS
1133,2,లేదా,O
1133,3,గ్రేవ్స్,B-DIS
1133,4,డిసీజ్,I-DIS
1133,5,వంటి,O
1133,6,క్యాన్సర్,B-DIS
1133,7,ఆటో,B-DIS
1133,8,ఇమ్యూనో,I-DIS
1133,9,వ్యాధి,I-DIS
1133,10,క్షయవ్యాధి,B-DIS
1133,11,వంటి,O
1133,12,దీర్ఘకాలిక,B-DIS
1133,13,ఇన్ఫెక్షన్లు,I-DIS
1133,14,వంటివి,O
1133,15,అడిసన్,B-DIS
1133,16,వ్యాధిని,I-DIS
1133,17,ఎక్కువగా,O
1133,18,అభివృద్ధి,O
1133,19,చేసే,O
1133,20,అవకాశముంది,O
1133,21,.,O
1134,1,అడిసన్,B-DIS
1134,2,వ్యాధిని,I-DIS
1134,3,అర్థం,O
1134,4,చేసుకోవడానికి,O
1134,5,మరియు,O
1134,6,పరిశీలించడానికి,O
1134,7,",",O
1134,8,డాక్టర్,O
1134,9,మీ,O
1134,10,వైద్య,O
1134,11,చరిత్ర,O
1134,12,మరియు,O
1134,13,సంకేతాలు,O
1134,14,",",O
1134,15,మరియు,O
1134,16,లక్షణాలను,O
1134,17,పరిశీలిస్తారు,O
1134,18,.,O
1135,1,అడిసన్,B-DIS
1135,2,వ్యాధికి,I-DIS
1135,3,చికత్సను,B-MED
1135,4,వైద్యులు,O
1135,5,నిర్ణయిస్తారు,O
1135,6,.,O
1136,1,థైరాయిడ్,B-DIS
1136,2,మెడ,O
1136,3,ముందు,O
1136,4,గొంతు,O
1136,5,భాగంలో,O
1136,6,ఉన్న,O
1136,7,అతి,O
1136,8,చిన్న,O
1136,9,గ్రంధి,O
1136,10,.,O
1137,1,అవి,O
1137,2,హైపోథైరాయిడ్,B-DIS
1137,3,మరియు,O
1137,4,హైపర్,B-DIS
1137,5,థైరాయిడ్,I-DIS
1137,6,.,O
1138,1,హైపోథైరాయిడిజం,B-DIS
1138,2,థైరాయిడ్,B-OTH
1138,3,గ్రంథిలో,B-OTH
1138,4,హార్మోన్ల,O
1138,5,తక్కువ,O
1138,6,స్రావాన్ని,O
1138,7,సూచిస్తుంది,O
1138,8,.,O
1139,1,హైపర్,B-DIS
1139,2,థైరాయిడిజం,I-DIS
1139,3,హార్మోన్ల,O
1139,4,అధిక,O
1139,5,స్రావాన్ని,O
1139,6,సూచిస్తుంది,O
1139,7,.,O
1140,1,మనం,O
1140,2,చూడబోయేది,O
1140,3,హైపోథైరాయిడ్,B-DIS
1140,4,సమస్య,O
1140,5,మరియు,O
1140,6,సహజ,O
1140,7,నివారణ,O
1140,8,.,O
1141,1,ఒకరికి,O
1141,2,హైపోథైరాయిడిజం,B-DIS
1141,3,ఉంటే,O
1141,4,",",O
1141,5,వారిలో,O
1141,6,కొన్ని,O
1141,7,లక్షణాలు,O
1141,8,ఇలా,O
1141,9,ఉంటాయి,O
1141,10,.,O
1142,1,మలబద్ధకం,B-DIS
1142,2,",",O
1142,3,అలసట,B-DIS
1142,4,",",O
1142,5,ఆటిజం,B-DIS
1142,6,",",O
1142,7,చర్మం,B-DIS
1142,8,పొడిబారడం,I-DIS
1142,9,",",O
1142,10,ఊబకాయం,B-DIS
1142,11,",",O
1142,12,తక్కువ,B-DIS
1142,13,చెమట,I-DIS
1142,14,",",O
1142,15,అధిక,B-DIS
1142,16,రక్తపోటు,I-DIS
1142,17,",",O
1142,18,నెమ్మదిగా,B-DIS
1142,19,హృదయ,I-DIS
1142,20,స్పందన,I-DIS
1142,21,రేటు,I-DIS
1142,22,",",O
1142,23,సన్నని,B-DIS
1142,24,మరియు,O
1142,25,పొడి,I-DIS
1142,26,జుట్టు,I-DIS
1142,27,",",O
1142,28,పిండం,B-DIS
1142,29,సమస్యలు,I-DIS
1142,30,",",O
1142,31,కండరాల,B-DIS
1142,32,నొప్పి,I-DIS
1142,33,",",O
1142,34,ముఖం,B-DIS
1142,35,వాపు,I-DIS
1142,36,.,O
1143,1,ఒక,O
1143,2,వ్యక్తికి,O
1143,3,హైపోథైరాయిడిజం,B-DIS
1143,4,ఉండటానికి,O
1143,5,చాలా,O
1143,6,కారణాలు,O
1143,7,ఉన్నాయి,O
1143,8,.,O
1144,1,సాధారణమైనవి,O
1144,2,అయోడిన్,B-DIS
1144,3,లోపం,I-DIS
1144,4,",",O
1144,5,హైపోథాలమస్,B-DIS
1144,6,డిజార్డర్,I-DIS
1144,7,",",O
1144,8,గర్భం,B-DIS
1144,9,మరియు,I-DIS
1144,10,ఎండోక్రైన్,I-DIS
1144,11,రుగ్మతలు,I-DIS
1144,12,.,O
1145,1,హైపోథైరాయిడ్,B-DIS
1145,2,సమస్యను,O
1145,3,పరిష్కరించడానికి,O
1145,4,ఇక్కడ,O
1145,5,కొన్ని,O
1145,6,సహజ,O
1145,7,మార్గాలు,O
1145,8,ఉన్నాయి,O
1145,9,.,O
1146,1,అదేవిధంగా,O
1146,2,",",O
1146,3,హైపోథైరాయిడిజం,B-DIS
1146,4,వల్ల,O
1146,5,జుట్టు,O
1146,6,రాలడాన్ని,O
1146,7,తగ్గించడానికి,O
1146,8,",",O
1146,9,రోజ్మేరీ,B-MED
1146,10,ఆయిల్,I-MED
1146,11,ను,O
1146,12,తలప,O
1146,13,వేసి,O
1146,14,కాసేపు,O
1146,15,మసాజ్,O
1146,16,చేయండి,O
1146,17,.,O
1147,1,రోజూ,O
1147,2,ఇలా,O
1147,3,చేయడం,O
1147,4,వల్ల,O
1147,5,హైపోథైరాయిడిజం,B-DIS
1147,6,త్వరగా,O
1147,7,తగ్గిపోతుంది,O
1147,8,.,O
1148,1,గ్రా,O
1148,2,అశ్వగంధ,B-MED
1148,3,గుళికలు,I-MED
1148,4,తీసుకోండి,O
1148,5,.,O
1149,1,ఆ,O
1149,2,విధంగా,O
1149,3,అశ్వగంధ,B-MED
1149,4,థైరాయిడ్,B-DIS
1149,5,హార్మోన్ల,B-DIS
1149,6,లోపాన్ని,I-DIS
1149,7,సరిచేస్తుంది,O
1149,8,.,O
1150,1,గ్రా,O
1150,2,అయోడిన్,B-DIS
1150,3,సప్లిమెంట్లను,I-DIS
1150,4,తీసుకోండి,O
1150,5,.,O
1151,1,ముఖ్యంగా,O
1151,2,",",O
1151,3,కొబ్బరి,B-ORGANISM
1151,4,నూనె,O
1151,5,హైపోథైరాయిడిజం,B-DIS
1151,6,వల్ల,O
1151,7,బరువు,O
1151,8,తగ్గడానికి,O
1151,9,సహాయపడుతుంది,O
1151,10,.,O
1152,1,కెల్ప్,B-ORGANISM
1152,2,ఒక,O
1152,3,రకమైన,O
1152,4,సముద్రపు,O
1152,5,పాచి,O
1152,6,.,O
1153,1,దీనిలోని,O
1153,2,అయోడిన్,B-OTH
1153,3,థైరాయిడ్,B-DIS
1153,4,హార్మోన్ల,I-DIS
1153,5,ఉత్పత్తిని,O
1153,6,ఉత్తేజపరిచేందుకు,O
1153,7,మరియు,O
1153,8,హైపోథైరాయిడిజం,B-DIS
1153,9,నుండి,O
1153,10,ఉపశమనానికి,O
1153,11,సహాయపడుతుంది,O
1153,12,.,O
1154,1,విటమిన్,O
1154,2,బి,O
1154,3,12,O
1154,4,అనే,O
1154,5,ఒక,O
1154,6,నిర్దిష్ట,O
1154,7,విటమిన్,B-DIS
1154,8,లోపం,I-DIS
1154,9,వల్ల,O
1154,10,కూడా,O
1154,11,హైపోథైరాయిడిజం,B-DIS
1154,12,వస్తుంది,O
1154,13,.,O
1155,1,విటమిన్,O
1155,2,బి,O
1155,3,12,O
1155,4,మరియు,O
1155,5,విటమిన్,O
1155,6,సి,O
1155,7,ని,O
1155,8,క్రమం,O
1155,9,తప్పకుండా,O
1155,10,తీసుకోవడం,O
1155,11,హైపోథైరాయిడిజం,B-DIS
1155,12,చికిత్సకు,B-MED
1155,13,సహాయపడుతుంది,O
1155,14,.,O
1156,1,విటమిన్,O
1156,2,బి,O
1156,3,12,O
1156,4,థైరాయిడ్,B-OTH
1156,5,గ్రంథి,B-OTH
1156,6,పనితీరును,O
1156,7,ప్రేరేపిస్తుంది,O
1156,8,.,O
1157,1,విటమిన్,O
1157,2,సి,O
1157,3,ఒత్తిడిని,O
1157,4,ఎదుర్కోవటానికి,O
1157,5,సహాయపడుతుంది,O
1157,6,",",O
1157,7,ఇది,O
1157,8,హైపోథైరాయిడిజమ్‌ను,B-DIS
1157,9,మరింత,O
1157,10,దిగజార్చుతుంది,O
1157,11,.,O
1158,1,పురాతన,O
1158,2,కాలంలో,O
1158,3,హైపోథైరాయిడిజం,B-DIS
1158,4,చికిత్సకు,B-MED
1158,5,బ్లాక్,O
1158,6,వాల్‌నట్స్,B-ORGANISM
1158,7,ఉపయోగించబడ్డాయి,O
1158,8,.,O
1159,1,టైప్,B-DIS
1159,2,2,I-DIS
1159,3,డయాబెటిస్,I-DIS
1159,4,ప్రపంచవ్యాప్తంగా,B-LOC
1159,5,అంటువ్యాధి,B-DIS
1159,6,స్థాయికి,O
1159,7,చేరుకుంటుంది,O
1159,8,",",O
1159,9,ఎందుకంటే,O
1159,10,లక్షలాది,O
1159,11,మంది,O
1159,12,ఈ,O
1159,13,పరిస్థితి,O
1159,14,బారిన,O
1159,15,పడుతున్నారు,O
1159,16,.,O
1160,1,జీవనశైలి,O
1160,2,ఎంపికలు,O
1160,3,మరియు,O
1160,4,పరిస్థితి,O
1160,5,యొక్క,O
1160,6,ప్రమాద,O
1160,7,కారకాలను,O
1160,8,బట్టి,O
1160,9,మిలియన్ల,B-CARDINAL
1160,10,మంది,O
1160,11,ప్రజలు,B-ORGANISM
1160,12,మధుమేహంతో,B-DIS
1160,13,బాధపడుతున్నారు,O
1160,14,మరియు,O
1160,15,ప్రపంచవ్యాప్తంగా,O
1160,16,మధుమేహ,B-DIS
1160,17,వ్యాధిగ్రస్తుల,I-DIS
1160,18,సంఖ్య,O
1160,19,పెరుగుతోంది,O
1160,20,.,O
1161,1,డయాబెటిస్,B-DIS
1161,2,.,O
1162,1,యుక్,B-LOC
1162,2,ప్రకారం,O
1162,3,",",O
1162,4,30,B-CARDINAL
1162,5,మిలియన్ల,O
1162,6,మంది,O
1162,7,భారతీయులు,B-ORGANISM
1162,8,డయాబెటిస్తో,B-DIS
1162,9,బాధపడుతున్నారని,O
1162,10,",",O
1162,11,గత,B-TIME
1162,12,ఏడాది,I-TIME
1162,13,జనవరి,I-TIME
1162,14,నుండి,O
1162,15,వచ్చిన,O
1162,16,నివేదికల,O
1162,17,ప్రకారం,O
1162,18,తెలుస్తోంది,O
1162,19,.,O
1163,1,ఈ,O
1163,2,సంఖ్యల,O
1163,3,పెరుగుదల,O
1163,4,ప్రధానంగా,O
1163,5,టైప్,B-DIS
1163,6,2,I-DIS
1163,7,డయాబెటిస్,I-DIS
1163,8,చేత,O
1163,9,దోహదం,O
1163,10,చేస్తుంది,O
1163,11,",",O
1163,12,ఇది,O
1163,13,జీవనశైలి,O
1163,14,పరిస్థితి,O
1163,15,",",O
1163,16,ఇతర,O
1163,17,సాధారణ,O
1163,18,మధుమేహం,B-DIS
1163,19,కాకుండా,O
1163,20,-,O
1163,21,టైప్,B-DIS
1163,22,1,I-DIS
1163,23,",",O
1163,24,ఇది,O
1163,25,స్వయం,O
1163,26,ప్రతిరక్షక,O
1163,27,వ్యాధి,B-DIS
1163,28,.,O
1164,1,ఆహారం,O
1164,2,",",O
1164,3,శారీరక,O
1164,4,శ్రమ,O
1164,5,",",O
1164,6,ఊబకాయం,B-DIS
1164,7,మరియు,O
1164,8,ఇతర,O
1164,9,కారణాల,O
1164,10,వల్ల,O
1164,11,టైప్,B-DIS
1164,12,2,I-DIS
1164,13,డయాబెటిస్,I-DIS
1164,14,ప్రమాదం,O
1164,15,పెరుగుతుంది,O
1164,16,.,O
1165,1,మందులు,B-MED
1165,2,లేకుండా,O
1165,3,",",O
1165,4,సహజ,O
1165,5,పద్ధతుల,O
1165,6,ద్వారా,O
1165,7,మీరు,O
1165,8,డయాబెటిస్‌ను,B-DIS
1165,9,నిర్వహించగలరని,O
1165,10,గమనించడం,O
1165,11,ముఖ్యం,O
1165,12,",",O
1165,13,కానీ,O
1165,14,మీరు,O
1165,15,మీ,O
1165,16,మందులను,B-MED
1165,17,పూర్తిగా,O
1165,18,దాటవేయడం,O
1165,19,లేదా,O
1165,20,ఆపివేయడం,O
1165,21,అని,O
1165,22,కాదు,O
1165,23,.,O
1166,1,డయాబెటిస్,B-DIS
1166,2,నిర్వహణకు,O
1166,3,చేయవలసిన,O
1166,4,ముఖ్యమైన,O
1166,5,విషయం,O
1166,6,ఏమిటంటే,O
1166,7,ఆరోగ్యంగా,O
1166,8,తినడం,O
1166,9,.,O
1167,1,మీరు,O
1167,2,మీ,O
1167,3,డైటీషియన్,B-DIS
1167,4,లేదా,O
1167,5,డాక్టర్‌తో,O
1167,6,డయాబెటిక్,B-DIS
1167,7,డైట్,O
1167,8,ప్లాన్,O
1167,9,గురించి,O
1167,10,అడిగి,O
1167,11,తెలుసుకోండి,O
1167,12,మరియు,O
1167,13,కేలరీలు,O
1167,14,",",O
1167,15,సంతృప్త,O
1167,16,కొవ్వులు,O
1167,17,",",O
1167,18,చక్కెర,B-DIS
1167,19,మరియు,O
1167,20,ఉప్పు,O
1167,21,తక్కువగా,O
1167,22,ఉండే,O
1167,23,ఆహారాన్ని,O
1167,24,ఎంచుకోవచ్చు,O
1167,25,.,O
1168,1,కూరగాయలు,B-ORGANISM
1168,2,మరియు,O
1168,3,పండ్లు,B-ORGANISM
1168,4,",",O
1168,5,పోషకాలు,O
1168,6,అధికంగా,O
1168,7,ఉండే,O
1168,8,ఆహారాలు,O
1168,9,మీ,O
1168,10,ఆహారంలో,O
1168,11,ఒక,O
1168,12,భాగంగా,O
1168,13,ఉండాలి,O
1168,14,.,O
1169,1,డయాబెటిస్,B-DIS
1169,2,మీ,O
1169,3,రక్తంలో,O
1169,4,చక్కెర,O
1169,5,స్థాయిల,O
1169,6,గురించి,O
1169,7,మాత్రమే,O
1169,8,కాదు,O
1169,9,.,O
1170,1,ఒత్తిడి,B-DIS
1170,2,మీ,O
1170,3,ఆరోగ్య,O
1170,4,పరిస్థితులన్నిటినీ,O
1170,5,మరింత,O
1170,6,దిగజార్చుతుంది,O
1170,7,మరియు,O
1170,8,అందులో,O
1170,9,డయాబెటిస్,B-DIS
1170,10,కూడా,O
1170,11,ఉంటుంది,O
1170,12,.,O
1171,1,డయాబెటిస్‌తో,B-DIS
1171,2,నివసిస్తున్న,O
1171,3,వ్యక్తులను,O
1171,4,ఒకచోట,O
1171,5,చేర్చుకోండి,O
1171,6,మరియు,O
1171,7,కలిసి,O
1171,8,కార్యకలాపాలు,O
1171,9,చేపట్టండి,O
1171,10,.,O
1172,1,వ్యాయామం,O
1172,2,చేయడానికి,O
1172,3,లేదా,O
1172,4,ఆహారాన్ని,O
1172,5,అనుసరించడానికి,O
1172,6,కంపెనీ,O
1172,7,మిమ్మల్ని,O
1172,8,ప్రేరేపించగలదనే,O
1172,9,సాక్ష్యం,O
1172,10,ఉనికిలో,O
1172,11,ఉంది,O
1172,12,మరియు,O
1172,13,ఇది,O
1172,14,మధుమేహ,B-DIS
1172,15,వ్యాధిగ్రస్తులకు,I-DIS
1172,16,కూడా,O
1172,17,వర్తిస్తుంది,O
1172,18,.,O
1173,1,కరోనా,B-DIS
1173,2,వైరస్,I-DIS
1173,3,సంక్రమణ,O
1173,4,మనందరికీ,O
1173,5,కొన్ని,O
1173,6,ఆరోగ్యకరమైన,O
1173,7,అలవాట్లను,O
1173,8,అనుసరించడానికి,O
1173,9,కారణమైంది,O
1173,10,.,O
1174,1,కరోనా,B-DIS
1174,2,వైరస్,I-DIS
1174,3,నావల్,O
1174,4,కి,O
1174,5,ఇంకా,O
1174,6,వ్యాక్సిన్,B-MED
1174,7,లేనందున,O
1174,8,",",O
1174,9,మీ,O
1174,10,శరీరాన్ని,O
1174,11,సంక్రమణ,O
1174,12,నుండి,O
1174,13,రక్షించడానికి,O
1174,14,బలమైన,O
1174,15,రోగనిరోధక,O
1174,16,వ్యవస్థ,O
1174,17,కవచంగా,O
1174,18,పనిచేస్తుంది,O
1174,19,.,O
1175,1,ఇతర,O
1175,2,కూరగాయలతో,B-ORGANISM
1175,3,పోలిస్తే,O
1175,4,ప్రజలు,B-ORGANISM
1175,5,బంగాళాదుంపలను,B-ORGANISM
1175,6,ఎక్కువగా,O
1175,7,తినరు,O
1175,8,.,O
1176,1,కొంతమంది,O
1176,2,బంగాళాదుంపలు,B-ORGANISM
1176,3,తమ,O
1176,4,కాళ్ళు,B-DIS
1176,5,పట్టేస్తాయని,I-DIS
1176,6,",",O
1176,7,నరాలు,B-DIS
1176,8,పట్టేస్తాయని,I-DIS
1176,9,",",O
1176,10,వాయువని,O
1176,11,భావన,O
1176,12,కలిగి,O
1176,13,ఉంటారు,O
1176,14,.,O
1177,1,బంగాళాదుంప,B-ORGANISM
1177,2,తీసుకోవడం,O
1177,3,వల్ల,O
1177,4,మన,O
1177,5,గుండె,O
1177,6,ఆరోగ్యం,O
1177,7,మరింత,O
1177,8,దిగజారిపోతుందని,O
1177,9,తెలిసిన,O
1177,10,వారు,O
1177,11,కూడా,O
1177,12,ఉన్నారు,O
1177,13,.,O
1178,1,బంగాళాదుంపల్లో,B-ORGANISM
1178,2,అధిక,O
1178,3,కార్బోహైడ్రేట్,O
1178,4,కంటెంట్,O
1178,5,మరియు,O
1178,6,స్టార్చ్,O
1178,7,కంటెంట్,O
1178,8,ఉన్నాయి,O
1178,9,",",O
1178,10,మనందరికీ,O
1178,11,తెలుసు,O
1178,12,.,O
1179,1,న్యూయార్క్,B-LOC
1179,2,లోని,O
1179,3,అత్యంత,O
1179,4,ప్రసిద్ధ,O
1179,5,శారీరక,O
1179,6,ఆరోగ్య,O
1179,7,నిపుణుల,O
1179,8,అభిప్రాయం,O
1179,9,ప్రకారం,O
1179,10,",",O
1179,11,బంగాళాదుంపలు,B-ORGANISM
1179,12,తెలుపు,O
1179,13,రంగు,O
1179,14,కలిగిన,O
1179,15,కూరగాయల,B-ORGANISM
1179,16,సమూహానికి,O
1179,17,చెందిన,O
1179,18,ఆహార,O
1179,19,పదార్థం,O
1179,20,.,O
1180,1,భూమి,O
1180,2,నుండి,O
1180,3,సహజంగా,O
1180,4,వచ్చే,O
1180,5,బంగాళాదుంపల్లో,B-ORGANISM
1180,6,కొవ్వు,O
1180,7,పదార్ధాలు,O
1180,8,ఉండవు,O
1180,9,మరియు,O
1180,10,చక్కెర,O
1180,11,తక్కువగా,O
1180,12,ఉంటుంది,O
1180,13,.,O
1181,1,అదేవిధంగా,O
1181,2,",",O
1181,3,మానవ,B-ORGANISM
1181,4,రక్తపోటుకు,B-DIS
1181,5,కారణమయ్యే,O
1181,6,సోడియం,O
1181,7,మొత్తం,O
1181,8,కూడా,O
1181,9,చాలా,O
1181,10,తక్కువ,O
1181,11,.,O
1182,1,బంగాళాదుంపలు,B-ORGANISM
1182,2,వేర్వేరు,O
1182,3,రంగులను,O
1182,4,కలిగి,O
1182,5,ఉంటాయి,O
1182,6,.,O
1183,1,ఎరుపు,O
1183,2,బంగాళాదుంపలు,B-ORGANISM
1183,3,మరియు,O
1183,4,ఊదా,O
1183,5,బంగాళాదుంపలు,B-DIS
1183,6,అత్యంత,O
1183,7,ప్రాచుర్యం,O
1183,8,పొందాయి,O
1183,9,.,O
1184,1,కానీ,O
1184,2,తెల్ల,O
1184,3,బంగాళాదుంపలతో,B-ORGANISM
1184,4,పోలిస్తే,O
1184,5,ఎరుపు,O
1184,6,లేదా,O
1184,7,ఊదా,O
1184,8,రంగు,O
1184,9,బంగాళాదుంపలలో,B-ORGANISM
1184,10,యాంటీఆక్సిడెంట్,O
1184,11,అంశాలు,O
1184,12,పుష్కలంగా,O
1184,13,ఉన్నాయి,O
1184,14,.,O
1185,1,పర్పుల్,O
1185,2,బంగాళాదుంపలో,B-ORGANISM
1185,3,లభించే,O
1185,4,యాంటీఆక్సిడెంట్,O
1185,5,కంటెంట్,O
1185,6,మన,O
1185,7,శరీరంలో,O
1185,8,రక్తపోటును,B-DIS
1185,9,తగ్గిస్తుందని,O
1185,10,చెప్పారు,O
1185,11,.,O
1186,1,',O
1186,2,జర్నల్,B-ORG
1186,3,ఆఫ్,I-ORG
1186,4,అగ్రికల్చరల్,I-ORG
1186,5,అండ్,I-ORG
1186,6,ఫుడ్,I-ORG
1186,7,కెమిస్ట్రీ,I-ORG
1186,8,',O
1186,9,నిర్వహించిన,O
1186,10,వారి,O
1186,11,అధ్యయనంలో,O
1186,12,",",O
1186,13,పరిశోధనా,O
1186,14,బృందం,O
1186,15,అధిక,O
1186,16,రక్తపోటు,B-DIS
1186,17,ఉన్న,O
1186,18,చాలా,O
1186,19,మందికి,O
1186,20,ఉద్యోగం,O
1186,21,ఇచ్చింది,O
1186,22,.,O
1187,1,రక్తపోటు,B-DIS
1187,2,తగ్గుదల,O
1187,3,ఉదాహరణ,O
1187,4,నివేదించబడిన,O
1187,5,రోజు,O
1187,6,వారి,O
1187,7,పరిశోధన,O
1187,8,ఫలితాలు,O
1187,9,వెలుగులోకి,O
1187,10,వచ్చాయి,O
1187,11,.,O
1188,1,బంగాళాదుంపల్లో,B-DIS
1188,2,కెరోటినాయిడ్,O
1188,3,అధికంగా,O
1188,4,ఉంటుంది,O
1188,5,.,O
1189,1,తెలుపు,O
1189,2,మరియు,O
1189,3,పసుపు,O
1189,4,బంగాళాదుంపలలో,B-ORGANISM
1189,5,కెరోటినాయిడ్,O
1189,6,కంటెంట్,O
1189,7,ఉంటుంది,O
1189,8,.,O
1190,1,కానీ,O
1190,2,పసుపు,O
1190,3,బంగాళాదుంపలలో,B-ORGANISM
1190,4,కెరోటినాయిడ్,O
1190,5,కంటెంట్,O
1190,6,ఎక్కువగా,O
1190,7,ఉంటుంది,O
1190,8,.,O
1191,1,బంగాళాదుంపలలోని,B-DIS
1191,2,రెసిస్టెంట్,O
1191,3,స్టార్చ్,O
1191,4,కంటెంట్,O
1191,5,వండిన,O
1191,6,ఎంపికపై,O
1191,7,పెరుగుతుంది,O
1191,8,.,O
1192,1,బంగాళాదుంపలలోని,B-DIS
1192,2,రెసిస్టెంట్,O
1192,3,స్టార్చ్,O
1192,4,ఫాక్టర్,O
1192,5,డయాబెటిస్‌ను,O
1192,6,నియంత్రిస్తుంది,O
1192,7,",",O
1192,8,',O
1192,9,జర్నల్,B-ORG
1192,10,ఆఫ్,I-ORG
1192,11,అకాడమీ,I-ORG
1192,12,ఆఫ్,I-ORG
1192,13,న్యూట్రిషన్,I-ORG
1192,14,అండ్,I-ORG
1192,15,డైటిక్స్,I-ORG
1192,16,',O
1192,17,లో,O
1192,18,తన,O
1192,19,అధ్యయనంలో,O
1192,20,పేర్కొంది,O
1192,21,.,O
1193,1,బంగాళాదుంపలలో,B-ORGANISM
1193,2,4,B-CARDINAL
1193,3,గ్రాముల,O
1193,4,ప్రోటీన్,O
1193,5,మరియు,O
1193,6,4,B-CARDINAL
1193,7,గ్రాముల,O
1193,8,ఫైబర్,O
1193,9,ఉంటుంది,O
1193,10,.,O
1194,1,ఊబకాయం,B-DIS
1194,2,ఉన్న,O
1194,3,శరీరానికి,O
1194,4,ఇది,O
1194,5,చాలా,O
1194,6,ప్రయోజనకరంగా,O
1194,7,ఉంటుంది,O
1194,8,.,O
1195,1,అలాగే,O
1195,2,",",O
1195,3,బంగాళాదుంపలు,B-DIS
1195,4,మీ,O
1195,5,చర్మానికి,O
1195,6,సహాయపడే,O
1195,7,పదార్థాలను,O
1195,8,కలిగి,O
1195,9,ఉంటాయి,O
1195,10,.,O
1196,1,బంగాళాదుంపలు,B-ORGANISM
1196,2,గ్లూటెన్,O
1196,3,లేకుండా,O
1196,4,ఉంటాయి,O
1196,5,",",O
1196,6,కాబట్టి,O
1196,7,గ్లూటెన్,O
1196,8,అలెర్జీ,B-DIS
1196,9,ఉన్నవారు,O
1196,10,బంగాళాదుంపలను,B-ORGANISM
1196,11,వారి,O
1196,12,ఆహారంలో,O
1196,13,సులభంగా,O
1196,14,చేర్చవచ్చు,O
1196,15,.,O
1197,1,యూరోపియన్,B-ORG
1197,2,జర్నల్,I-ORG
1197,3,ఆఫ్,I-ORG
1197,4,అప్లైడ్,I-ORG
1197,5,ఫిజియాలజీ,B-ORG
1197,6,తన,O
1197,7,మధ్య,O
1197,8,సంవత్సర,O
1197,9,పరిశోధన,O
1197,10,నివేదికలో,O
1197,11,ప్రచురించినట్లుగా,O
1197,12,",",O
1197,13,బంగాళాదుంప,B-ORGANISM
1197,14,ఆధారిత,O
1197,15,ఆహారాలు,O
1197,16,క్రీడా,O
1197,17,కార్యకలాపాలు,O
1197,18,మరియు,O
1197,19,వ్యాయామాలలో,O
1197,20,పాల్గొనే,O
1197,21,వారికి,O
1197,22,శరీరానికి,O
1197,23,ఎక్కువ,O
1197,24,శక్తిని,O
1197,25,అందిస్తాయి,O
1197,26,.,O
1198,1,బంగాళాదుంపలను,B-DIS
1198,2,నేటికీ,O
1198,3,క్రీడాకారులకు,B-ORGANISM
1198,4,కాంప్లిమెంటరీ,O
1198,5,ఫుడ్స్,O
1198,6,అని,O
1198,7,పిలుస్తారు,O
1198,8,.,O
1199,1,బంగాళాదుంప,B-ORGANISM
1199,2,శారీరక,O
1199,3,పనితీరును,O
1199,4,పెంచడం,O
1199,5,ద్వారా,O
1199,6,శరీరంలోని,O
1199,7,గ్లైకోజెన్,O
1199,8,కంటెంట్‌ను,O
1199,9,అంతర్గతంగా,O
1199,10,రీసెట్,O
1199,11,చేస్తుంది,O
1199,12,.,O
1200,1,పండ్లు,B-ORGANISM
1200,2,",",O
1200,3,కూరగాయలను,B-ORGANISM
1200,4,మన,O
1200,5,ఆహారంలో,O
1200,6,వదిలేస్తే,O
1200,7,మన,O
1200,8,శరీరానికి,O
1200,9,పోషకాలు,O
1200,10,లేకపోవడమే,O
1200,11,కాదు,O
1200,12,",",O
1200,13,మన,O
1200,14,తరువాతి,O
1200,15,తరానికి,O
1200,16,పోషకాహార,O
1200,17,లోపం,O
1200,18,కూడా,O
1200,19,వస్తుంది,O
1200,20,.,O
1201,1,బంగాళాదుంపల్లో,B-ORGANISM
1201,2,విటమిన్,O
1201,3,',O
1201,4,బి,O
1201,5,6,B-CARDINAL
1201,6,',O
1201,7,",",O
1201,8,ఫోలేట్,O
1201,9,మరియు,O
1201,10,ఇతర,O
1201,11,పోషకాలు,O
1201,12,పుష్కలంగా,O
1201,13,ఉన్నాయి,O
1201,14,.,O
1202,1,బంగాళాదుంపలలో,B-ORGANISM
1202,2,ఇంతకు,O
1202,3,ముందు,O
1202,4,చెప్పినట్లుగా,O
1202,5,సంతృప్త,O
1202,6,కొవ్వు,O
1202,7,పదార్థం,O
1202,8,మరియు,O
1202,9,సోడియం,O
1202,10,కంటెంట్,O
1202,11,ఎక్కువగా,O
1202,12,ఉండటం,O
1202,13,దీనికి,O
1202,14,కారణం,O
1202,15,.,O
1203,1,బంగాళాదుంపలు,B-DIS
1203,2,మొలకెత్తడం,O
1203,3,ప్రారంభిస్తే,O
1203,4,",",O
1203,5,వెంటనే,O
1203,6,వాటిని,O
1203,7,వాడండి,O
1203,8,.,O
1204,1,మీకు,O
1204,2,బంగాళాదుంపలను,B-DIS
1204,3,తినడానికి,O
1204,4,అనేక,O
1204,5,మార్గాలు,O
